,Title,Studio,Opening,Date,Director,Budget,imdbID,month,year,Actor,Genre,Writer,Ratings
177,Stranger Than Fiction,Sony,"$13,411,093",11/10/2006,Marc Forster,,tt0420223,6,2012,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza","Comedy, Drama, Fantasy",Zach Helm,0.72
178,Evolution,DW,"$13,408,351",6/8/2001,Ivan Reitman,,tt0251075,11,2014,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott","Comedy, Sci-Fi","Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)",0.43
181,Superman III,WB,"$13,352,357",6/17/1983,Richard Lester,,tt0086393,10,2013,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure","Action, Comedy, Sci-Fi","Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), David Newman (screenplay by), Leslie Newman (screenplay by)",0.25
182,Brooklyn's Finest,Over.,"$13,350,299",3/5/2010,"Mike Thurmeier, Galen T. Chu(co-director)",,tt3416828,6,2010,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine","Animation, Adventure, Comedy","Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",0.16
183,Chappie,Sony,"$13,346,782",3/6/2015,Neill Blomkamp,,tt1823672,7,2015,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","Action, Crime, Drama","Neill Blomkamp, Terri Tatchell",0.32
185,Kick-Ass 2,Uni.,"$13,332,955",8/16/2013,Jeff Wadlow,,tt1650554,2,2015,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Action, Comedy, Crime","Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.33
187,Jersey Boys,WB,"$13,319,371",6/20/2014,Clint Eastwood,,tt1742044,6,2011,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken","Biography, Drama, Music","Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")",0.53
191,Kiss of the Dragon,Fox,"$13,304,027",7/6/2001,Chris Nahon,,tt0271027,8,2011,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan","Action, Crime, Drama","Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",0.51
192,Radio,SonR,"$13,303,724",10/24/2003,Michael Tollin,,tt0316465,12,2014,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson","Biography, Drama, Sport",Mike Rich,0.36
194,Stealth,Sony,"$13,251,545",7/29/2005,Rob Cohen,,tt0382992,3,2014,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard","Action, Adventure, Sci-Fi",W.D. Richter,0.13
195,Everest (2015),Uni.,"$13,242,895",9/25/2015,Peter Berg,,tt0431197,5,2012,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman","Action, Drama, Thriller",Matthew Michael Carnahan,0.51
196,Book of Shadows: Blair Witch 2,Art.,"$13,223,887",10/27/2000,Joe Berlinger,,tt0229260,5,2015,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan","Adventure, Fantasy, Horror","Daniel Myrick (characters), Eduardo Sánchez (characters), Dick Beebe, Joe Berlinger",0.14
198,Kiss the Girls,Par.,"$13,215,167",10/3/1997,Gary Fleder,,tt0119468,6,2012,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur","Crime, Drama, Mystery","James Patterson (novel), David Klass (screenplay)",0.29
199,Nim's Island,Fox,"$13,210,579",4/4/2008,Shawn Levy,,tt2692250,10,2015,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan","Adventure, Comedy, Family","David Guion (screenplay), Michael Handelman (screenplay), Mark Friedman (story), David Guion (story), Michael Handelman (story), Thomas Lennon (characters), Robert Ben Garant (characters)",0.49
202,The Age of Adaline,LGF,"$13,203,458",4/24/2015,Lee Toland Krieger,,tt1655441,6,2017,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn","Drama, Fantasy, Romance","J. Mills Goodloe (screenplay by), Salvador Paskowitz (screenplay by), J. Mills Goodloe (screenplay), J. Mills Goodloe (story by), Salvador Paskowitz (story by)",0.56
203,Hitman,Fox,"$13,180,769",11/21/2007,Xavier Gens,,tt0465494,6,2011,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper","Action, Crime, Drama",Skip Woods,"{'Source': 'Metacritic', 'Value': '35/100'}"
204,The American,Focus,"$13,177,790",9/1/2010,Anton Corbijn,,tt1440728,7,2013,"George Clooney, Irina Björklund, Lars Hjelm, Björn Granath","Crime, Drama, Thriller","Rowan Joffe (screenplay), Martin Booth (novel)",0.65
205,Snitch,LG/S,"$13,167,607",2/22/2013,Ric Roman Waugh,,tt0882977,2,2017,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon","Action, Drama, Thriller","Justin Haythe, Ric Roman Waugh",0.57
207,Crimson Peak,Uni.,"$13,143,310",10/16/2015,Guillermo del Toro,,tt2554274,10,2011,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam","Drama, Fantasy, Horror","Guillermo del Toro, Matthew Robbins",0.71
210,The Foreigner,STX,"$13,113,024",10/13/2017,Martin Campbell,,tt1615160,3,2015,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy","Action, Crime, Drama","David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)",0.62
213,Jeepers Creepers,UA,"$13,106,108",8/31/2001,Victor Salva,,tt0263488,3,2015,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher","Horror, Mystery",Victor Salva,0.45
217,Matchstick Men,WB,"$13,087,307",9/12/2003,Ridley Scott,,tt0325805,6,2012,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman","Comedy, Crime, Drama","Eric Garcia (book), Nicholas Griffin (screenplay), Ted Griffin (screenplay)",0.82
219,Bandits,MGM,"$13,050,700",10/12/2001,Barry Levinson,,tt0219965,11,2017,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity","Comedy, Crime, Drama",Harley Peyton,0.64
222,For Love of the Game,Uni.,"$13,041,685",9/17/1999,Sam Raimi,,tt0126916,7,2017,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone","Drama, Romance, Sport","Michael Shaara (novel), Dana Stevens (screenplay)",0.46
224,City Slickers,Col.,"$13,032,121",6/7/1991,Ron Underwood,,tt0101587,10,2010,"Billy Crystal, Daniel Stern, Bruno Kirby, Patricia Wettig",Comedy,"Lowell Ganz, Babaloo Mandel",0.9
227,Cruel Intentions,Sony,"$13,020,565",3/5/1999,Roger Kumble,,tt0139134,4,2018,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair","Drama, Romance","Choderlos de Laclos (novel), Roger Kumble (screenplay)",0.48
228,The Longest Ride,Fox,"$13,019,686",4/10/2015,George Tillman Jr.,,tt2726560,3,2017,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston","Drama, Romance","Nicholas Sparks (novel), Craig Bolotin (screenplay)",0.29
230,Random Hearts,Sony,"$13,012,585",10/8/1999,Sydney Pollack,,tt0156934,5,2013,"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt","Drama, Mystery, Romance","Warren Adler (novel), Darryl Ponicsan (adaptation), Kurt Luedtke (screenplay)",0.15
