,Title,Studio,Opening,Date,Director,Budget,imdbID,month,year,Actor,Genre,Writer,Ratings
133,The Nutty Professor (1996),Uni.,"$25,411,725",6/28/1996,Penny Marshall,,tt0104694,6,2013,"Tom Hanks, Geena Davis, Lori Petty, Madonna","Comedy, Drama, Family","Kim Wilson (story), Kelly Candaele (story), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",0.77
134,The Firm,Par.,"$25,400,000",7/2/1993,Jonathan Lynn,,tt0190138,6,2012,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan","Comedy, Crime",Mitchell Kapner,0.45
135,Teenage Mutant Ninja Turtles,NL,"$25,398,367",3/30/1990,Baz Luhrmann,,tt0203009,6,2011,"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent","Drama, Musical, Romance","Baz Luhrmann, Craig Pearce",0.76
136,Tyler Perry's Madea's Witness Protection,LGF,"$25,390,575",6/29/2012,Dean Devlin,,tt1981128,5,2016,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara","Action, Sci-Fi, Thriller","Dean Devlin, Paul Guyot",0.14
137,Gnomeo and Juliet,BV,"$25,356,909",2/11/2011,Jaume Collet-Serra,,tt1590193,5,2011,"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks","Action, Crime, Drama","Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)",0.57
138,Apollo 13,Uni.,"$25,353,380",6/30/1995,Anna Foerster,,tt3717252,8,2014,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","Action, Adventure, Fantasy","Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)",0.21
141,Underworld Awakening,SGem,"$25,306,725",1/20/2012,Mark Helfrich,,tt0452625,7,2011,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse","Comedy, Fantasy, Romance","Josh Stolberg (screenplay), Steve Glenn (short story)",0.05
143,Patch Adams,Uni.,"$25,262,280",12/25/1998,Richard Loncraine,,tt0408345,6,2010,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett","Crime, Thriller",Joe Forte,0.18
147,Master and Commander: The Far Side of the World,Fox,"$25,105,990",11/14/2003,Paul W.S. Anderson,,tt2592614,5,2017,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts","Action, Horror, Sci-Fi",Paul W.S. Anderson,0.36
148,Kill Bill Vol. 2,Mira.,"$25,104,949",4/16/2004,Roger Kumble,,tt0997047,7,2010,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre","Adventure, Comedy, Drama","Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio",0.12
154,Jack and Jill,Sony,"$25,003,575",11/11/2011,Ari Aster,,tt7784604,7,2012,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro","Drama, Horror, Mystery",Ari Aster,0.89
155,,,,,Diane Keaton,,tt0162983,4,2010,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau","Comedy, Drama","Delia Ephron (book), Delia Ephron (screenplay), Nora Ephron (screenplay)",0.12
6,Flight,Par.,"$24,900,566",11/2/2012,"Anthony Russo, Joe Russo","$321,000,000",tt4154756,4,2018,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Fantasy","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)",0.83
7,White House Down,Sony,"$24,852,258",6/28/2013,J.J. Abrams,"$245,000,000",tt2488496,12,2015,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver","Action, Adventure, Fantasy","Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)",0.93
8,A Good Day to Die Hard,Fox,"$24,834,845",2/14/2013,Rian Johnson," $620,181,382, 19 April 2018",tt2527336,12,2017,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley","Action, Adventure, Fantasy","Rian Johnson, George Lucas (based on characters created by)",0.91
9,True Grit,Par.,"$24,830,443",12/22/2010,Colin Trevorrow,"$150,000,000",tt0369610,6,2015,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio","Action, Adventure, Sci-Fi","Rick Jaffa (screenplay by), Amanda Silver (screenplay by), Colin Trevorrow (screenplay by), Derek Connolly (screenplay by), Rick Jaffa (story by), Amanda Silver (story by), Michael Crichton (based on the characters created by)",0.71
10,The Other Woman (2014),Fox,"$24,763,752",4/25/2014,Matthew Vaughn,"$30,000,000",tt1250777,5,2012,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss","Action, Comedy","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.75
11,Predators,Fox,"$24,760,882",7/9/2010,Jonathan Mostow,,tt0986263,2,2018,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe","Action, Crime, Mystery","Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",0.38
12,Zombieland,Sony,"$24,733,155",10/2/2009,Ben Stiller,,tt0115798,5,2015,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black","Comedy, Drama, Thriller",Lou Holtz Jr.,0.53
13,10 Cloverfield Lane,Par.,"$24,727,437",3/11/2016,Ron Howard,,tt3062096,6,2018,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","Action, Adventure, Crime","Dan Brown (based in part on the novel by), David Koepp (screenplay by)",0.22
14,Taken,Fox,"$24,717,037",1/30/2009,Gabriele Muccino,,tt0814314,5,2016,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy","Drama, Romance",Grant Nieporte,0.26
15,The Accountant,WB,"$24,710,273",10/14/2016,Jason Moore,,tt1981677,3,2017,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Comedy, Music, Romance","Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",0.8
16,Collateral,DW,"$24,701,458",8/6/2004,Michael Cuesta,,tt1961175,5,2013,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster","Action, Thriller","Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",0.34
17,Congo,Par.,"$24,642,539",6/9/1995,Joel Schumacher,,tt0117913,7,2011,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","Crime, Drama, Thriller","John Grisham (novel), Akiva Goldsman (screenplay)",0.65
18,Lee Daniels' The Butler,Wein.,"$24,637,312",8/16/2013,Patricia Riggen,,tt4257926,3,2016,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino","Biography, Drama, Family","Christy Beam (book), Randy Brown (screenplay)",0.43
19,Flightplan,BV,"$24,629,938",9/23/2005,Duncan Jones,,tt0945513,7,2012,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","Mystery, Romance, Sci-Fi",Ben Ripley,0.92
21,Eraser,WB,"$24,566,446",6/21/1996,Baz Luhrmann,,tt0455824,11,2013,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry","Adventure, Drama, Romance","Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)",0.55
22,The Girl on the Train (2016),Uni.,"$24,536,265",10/7/2016,Mikael Håfström,,tt1161864,12,2016,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds","Drama, Horror, Mystery","Michael Petroni, Matt Baglio (book)",0.21
23,The Emoji Movie,Sony,"$24,531,923",7/28/2017,Jodie Foster,,tt2241351,3,2012,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West","Crime, Drama, Thriller","Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",0.57
25,Forrest Gump,Par.,"$24,450,602",7/6/1994,Paul Weiland,,tt0866439,6,2018,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison","Comedy, Romance","Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)",0.14
26,Zero Dark Thirty,Sony,"$24,438,936",1/11/2013,Drew Goddard,,tt1259521,4,2015,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",Horror,"Joss Whedon, Drew Goddard",0.92
27,Mean Girls,Par.,"$24,432,195",4/30/2004,"Danny Pang, Oxide Chun Pang",,tt0425430,5,2017,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Horror, Mystery, Thriller","Mark Wheaton (screenplay), Todd Farmer (story)",0.12
29,Race to Witch Mountain,BV,"$24,402,214",3/13/2009,Michael Lembeck,,tt0452681,11,2012,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold","Adventure, Comedy, Family","Ed Decter, John J. Strauss, Leo Benvenuti (characters), Steve Rudnick (characters)",0.17
30,Contraband,Uni.,"$24,349,815",1/13/2012,Michael Mann,,tt0248667,11,2011,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","Biography, Drama, Sport","Gregory Allen Howard (story), Stephen J. Rivele (screenplay), Christopher Wilkinson (screenplay), Eric Roth (screenplay), Michael Mann (screenplay)",0.67
32,The Haunted Mansion,BV,"$24,278,410",11/26/2003,Todd Phillips,,tt2005151,6,2016,"Miles Teller, Steve Lantz, Gregg Weiner, David Packouz","Comedy, Crime, Drama","Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",0.59
33,The Last Samurai,WB,"$24,271,354",12/5/2003,"John Francis Daley, Jonathan Goldstein",,tt1524930,8,2016,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins","Adventure, Comedy","Jonathan Goldstein, John Francis Daley, John Hughes (characters)",0.26
34,TMNT,WB,"$24,255,205",3/23/2007,Clint Eastwood,,tt0118548,2,2016,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney","Action, Crime, Drama","David Baldacci (book), William Goldman (screenplay)",0.47
35,No Good Deed (2014),SGem,"$24,250,283",9/12/2014,David Frankel,,tt1535438,5,2010,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","Comedy, Drama, Romance",Vanessa Taylor,0.75
36,Barbershop 2: Back in Business,MGM,"$24,241,612",2/6/2004,Joe Carnahan,,tt0475394,5,2018,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco","Action, Crime, Drama",Joe Carnahan,0.3
37,"Me, Myself and Irene",Fox,"$24,209,385",6/23/2000,Mike Mitchell,,tt0405325,11,2010,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Adventure, Comedy, Family","Paul Hernandez, Robert Schooley, Mark McCorkle",0.73
38,The Princess and the Frog,BV,"$24,208,916",12/11/2009,David Bowers,,tt2023453,9,2017,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick","Comedy, Family","Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay by), Jeff Kinney (based upon the book by)",0.51
39,The Addams Family,Par.,"$24,203,754",11/22/1991,Betty Thomas,,tt0119951,11,2017,"Howard Stern, Robin Quivers, Mary McCormack, Fred Norris","Biography, Comedy, Drama","Howard Stern (book), Len Blum (screenplay), Michael Kalesniko (screenplay)","{'Source': 'Metacritic', 'Value': '67/100'}"
40,Coach Carter,Par.,"$24,182,961",1/14/2005,Dave Filoni,,tt1185834,11,2014,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","Animation, Action, Adventure","Henry Gilroy, Steven Melching, Scott Murphy",0.18
42,Warcraft,Uni.,"$24,166,110",6/10/2016,Joel Schumacher,,tt0481369,7,2017,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston","Action, Drama, Mystery",Fernley Phillips,0.08
43,Con Air,BV,"$24,131,738",6/6/1997,John McTiernan,,tt0155267,6,2013,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara","Crime, Romance, Thriller","Alan Trustman (story), Leslie Dixon (screenplay), Kurt Wimmer (screenplay)",0.7
44,Exodus: Gods and Kings,Fox,"$24,115,934",12/12/2014,Mick Jackson,,tt0120461,3,2010,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle","Action, Drama, Sci-Fi","Jerome Armstrong (story), Jerome Armstrong (screenplay), Billy Ray (screenplay)",0.48
45,White Noise,Uni.,"$24,113,565",1/7/2005,Anthony Minghella,,tt0159365,7,2015,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins","Adventure, Drama, History","Charles Frazier (book), Anthony Minghella (screenplay)",0.7
48,Tower Heist,Uni.,"$24,025,190",11/4/2011,Tamra Davis,,tt0275022,6,2010,"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning","Comedy, Drama, Romance",Shonda Rhimes,0.14
52,Fahrenheit 9/11,Lions,"$23,920,637",6/25/2004,Greg Berlanti,,tt1055292,7,2016,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett","Comedy, Drama, Romance","Ian Deitchman, Kristin Robinson",0.29
53,Captain Underpants: The First Epic Movie,Fox,"$23,851,539",6/2/2017,Kirk Jones,,tt0396752,4,2016,"Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster","Comedy, Family, Fantasy","Emma Thompson (screenplay), Christianna Brand (""Nurse Matilda"" books)",0.73
54,Bad Moms,STX,"$23,817,340",7/29/2016,Steve Carr,,tt0195945,6,2017,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon",Comedy,"Ice Cube (characters), DJ Pooh (characters), Ice Cube",0.2
57,Rise of the Guardians,P/DW,"$23,773,465",11/21/2012,Barry Levinson,,tt0120184,11,2015,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote","Drama, Horror, Mystery","Michael Crichton (novel), Kurt Wimmer (adaptation), Stephen Hauser (screenplay), Paul Attanasio (screenplay)",0.12
59,The Fugitive,WB,"$23,758,855",8/6/1993,Phil Joanou,,tt0421206,6,2014,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy","Crime, Drama, Sport","Jeff Maguire, Jac Flanders (film ""Gridiron Gang"")",0.43
60,Diary of a Wimpy Kid: Rodrick Rules,Fox,"$23,751,502",3/25/2011,Thor Freudenthal,,tt1854564,4,2017,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin","Adventure, Family, Fantasy","Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)",0.43
62,Fury (2014),Sony,"$23,702,421",10/17/2014,Dennis Dugan,,tt0271668,6,2011,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke","Action, Comedy, Crime","Jay Scherick, David Ronn",0.11
63,Resident Evil: Extinction,SGem,"$23,678,580",9/21/2007,Clark Johnson,,tt0443632,5,2013,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan","Action, Crime, Thriller","George Nolfi (screenplay), Gerald Petievich (novel)",0.33
64,Tomb Raider,WB,"$23,633,317",3/16/2018,Nicholas Meyer,,tt0084726,4,2014,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi","Gene Roddenberry (television series Star Trek), Harve Bennett (story), Jack B. Sowards (story), Jack B. Sowards (screenplay)",0.88
65,Open Season,Sony,"$23,624,548",9/29/2006,David Fincher,,tt0119174,8,2014,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn","Drama, Mystery, Thriller","John Brancato, Michael Ferris",0.73
66,Goosebumps,Sony,"$23,618,556",10/16/2015,Chris Koch,,tt0184907,11,2017,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk","Adventure, Comedy, Family","Will McRobb, Chris Viscardi",0.28
68,Dinner for Schmucks,P/DW,"$23,527,839",7/30/2010,Luis Llosa,,tt0111255,5,2014,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger","Action, Crime, Drama","John Shirley (Specialist novels), Alexandra Seros",0.07
70,The Amityville Horror (2005),MGM,"$23,507,007",4/15/2005,Paul Weitz,,tt0385267,5,2014,"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger","Comedy, Drama, Romance",Paul Weitz,0.83
71,Be Cool,MGM,"$23,450,212",3/4/2005,Walt Becker,,tt2974918,5,2014,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney","Animation, Adventure, Comedy","Ross Bagdasarian (characters), Janice Karman (characters), Randi Mayem Singer, Adam Sztykiel",0.15
72,Tyler Perry's I Can Do Bad All By Myself,LGF,"$23,446,785",9/11/2009,Frank Coraci,,tt1086772,6,2015,"Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews","Comedy, Romance","Ivan Menchell, Clare Sera",0.14
74,Once Upon a Time in Mexico,Sony,"$23,424,118",9/12/2003,Betty Thomas,,tt0455967,5,2011,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush","Comedy, Romance",Jeff Lowell,0.27
75,Face/Off,Par.,"$23,387,530",6/27/1997,Joe Johnston,,tt0317648,1,2015,"Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard","Action, Adventure, Biography",John Fusco,0.46
76,The Taking of Pelham 1 2 3,Sony,"$23,373,102",6/12/2009,Joe Johnston,,tt0097523,3,2017,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland","Adventure, Comedy, Family","Stuart Gordon (story), Brian Yuzna (story), Ed Naha (story), Ed Naha (screenplay), Tom Schulman (screenplay)",0.75
77,The Polar Express,WB,"$23,323,463",11/10/2004,Steve Carr,,tt0422774,11,2012,"Ice Cube, Nia Long, John C. McGinley, Aleisha Allen","Comedy, Family, Fantasy","Hank Nelken (screenplay), Hank Nelken (screen story), Steven Gary Banks (characters), Claudia Grazioso (characters), Norman Panama (screenplay ""Mr. Blandings Builds His Dream House""), Melvin Frank (screenplay ""Mr. Blandings Builds His Dream House"")",0.08
80,Alvin and the Chipmunks: Chipwrecked,Fox,"$23,244,744",12/16/2011,Oliver Stone,,tt0469641,4,2011,"Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni","Drama, History, Thriller","Andrea Berloff, John McLoughlin (true story), Donna McLoughlin (true story), William Jimeno (true story), Allison Jimeno (true story)",0.68
81,Eragon,Fox,"$23,239,907",12/15/2006,John Erick Dowdle,,tt1082868,5,2011,"Jennifer Carpenter, Steve Harris, Jay Hernandez, Johnathon Schaech","Horror, Thriller","John Erick Dowdle (screenplay by), Drew Dowdle (screenplay by), Jaume Balagueró (based on the motion picture ""Rec"" written by), Luiso Berdejo (based on the motion picture ""Rec"" written by), Paco Plaza (based on the motion picture ""Rec"" written by)",0.59
82,Michael Jackson's This Is It,Sony,"$23,234,394",10/28/2009,Forest Whitaker,,tt0119313,11,2013,"Sandra Bullock, Harry Connick Jr., Gena Rowlands, Mae Whitman","Drama, Romance",Steven Rogers,0.24
84,Double Jeopardy,Par.,"$23,162,542",9/24/1999,John Stockwell,,tt0300532,2,2015,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake","Drama, Romance, Sport","Susan Orlean (magazine article ""Surf Girls of Maui""), Lizzy Weiss (story), Lizzy Weiss (screenplay), John Stockwell (screenplay)",0.36
85,The Mask,NL,"$23,117,068",7/29/1994,"Malcolm D. Lee, David Zucker",,tt0795461,11,2016,"Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",Comedy,"David Zucker, Pat Proft, Shawn Wayans (based on characters created by), Marlon Wayans (based on characters created by), Buddy Johnson (based on characters created by), Phil Beauman (based on characters created by), Jason Friedberg (based on characters created by), Aaron Seltzer (based on characters created by)",0.04
87,Monster-in-Law,NL,"$23,105,133",5/13/2005,Alex Proyas,,tt2404233,12,2012,"Brenton Thwaites, John Samaha, Courtney Eaton, Nikolaj Coster-Waldau","Action, Adventure, Fantasy","Matt Sazama, Burk Sharpless",0.15
88,Eat Pray Love,Sony,"$23,104,523",8/13/2010,Ryan Murphy,,tt0879870,5,2018,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup","Drama, Romance","Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)",0.36
90,Resident Evil: Apocalypse,SGem,"$23,036,273",9/10/2004,Barry Sonnenfeld,,tt0106220,7,2013,"Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack","Comedy, Fantasy","Charles Addams (characters), Paul Rudnick",0.78
91,Return of the Jedi,Fox,"$23,019,618",5/25/1983,"Don Bluth, Gary Goldman",,tt0118617,6,2013,"Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd","Animation, Adventure, Drama","Susan Gauthier (screenplay), Bruce Graham (screenplay), Bob Tzudiker (screenplay), Noni White (screenplay), Eric Tuchman (animation adaptation)",0.85
93,The Haunting in Connecticut,LGF,"$23,004,765",3/27/2009,Bill Condon,,tt0443489,3,2013,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover","Drama, Music, Musical","Tom Eyen (based on the original broadway production book by), Bill Condon (screenplay)",0.78
100,The Interpreter,Uni.,"$22,822,455",4/22/2005,Harald Zwart,,tt0313911,3,2016,"Frankie Muniz, Hilary Duff, Angie Harmon, Keith David","Action, Adventure, Comedy","Ashley Miller (screenplay), Zack Stentz (screenplay), Scott Alexander (screenplay), Larry Karaszewski (screenplay), Jeffrey Jurgensen (story)",0.39
101,Hidden Figures,Fox,"$22,800,057",1/6/2017,Kevin Costner,,tt0316356,11,2016,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon","Action, Drama, Romance","Lauran Paine (novel), Craig Storper (screenplay)",0.8
103,Man on Fire,Fox,"$22,751,490",4/23/2004,Tony Scott,,tt0328107,12,2013,"Denzel Washington, Dakota Fanning, Radha Mitchell, Christopher Walken","Action, Crime, Drama","A.J. Quinnell (novel), Brian Helgeland (screenplay)",0.39
106,Insidious Chapter 3,Focus,"$22,692,741",6/5/2015,Harold Becker,,tt0249478,7,2014,"John Travolta, James Lashly, Rebecca Tilney, Debra Mooney","Crime, Mystery, Thriller","Lewis Colick (story), William S. Comanor (story), Gary Drucker (story), Lewis Colick (screenplay)",0.24
107,Unstoppable,Fox,"$22,688,457",11/12/2010,"Bobby Farrelly, Peter Farrelly",,tt0408839,6,2017,"Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller","Comedy, Romance","Scot Armstrong (screenplay), Leslie Dixon (screenplay), Bobby Farrelly (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bruce Jay Friedman (short story ""A Change of Plan""), Neil Simon",0.29
111,The Time Machine,DW,"$22,610,437",3/8/2002,Carl Franklin,,tt0257756,5,2010,"Ashley Judd, Morgan Freeman, Jim Caviezel, Adam Scott","Crime, Drama, Mystery","Joseph Finder (novel), Yuri Zeltser (screenplay), Grace Cary Bickley (screenplay)","{'Source': 'Metacritic', 'Value': '48/100'}"
114,Dick Tracy,BV,"$22,543,911",6/15/1990,Akira Kurosawa,,tt0047478,11,2015,"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki","Adventure, Drama","Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay), Hideo Oguni (screenplay)",1.0
116,The Mask of Zorro,Sony,"$22,525,855",7/17/1998,Anne Fletcher,,tt2967224,3,2012,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley","Action, Comedy, Crime","David Feeney, John Quaintance",0.07
117,Heaven is for Real,TriS,"$22,522,221",4/16/2014,Edward Zwick,,tt0133952,5,2013,"Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub","Action, Thriller","Lawrence Wright (story), Lawrence Wright (screenplay), Menno Meyjes (screenplay), Edward Zwick (screenplay)",0.44
119,Shallow Hal,Fox,"$22,518,295",11/9/2001,Frederik Du Chau,,tt0376105,5,2014,"Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock","Adventure, Comedy, Drama","David Schmidt (story), Steven P. Wegner (story), Kirk De Micco (story), Frederik Du Chau (story), David Schmidt (screenplay)",0.35
121,Life of Pi,Fox,"$22,451,514",11/21/2012,"Will Finn, John Sanford",,tt0299172,5,2015,"G.W. Bailey, Roseanne Barr, Bobby Block, Steve Buscemi","Animation, Adventure, Comedy","Will Finn, John Sanford, Will Finn (story), John Sanford (story), Michael LaBash (story), Sam Levine (story), Mark Kennedy (story), Robert Lence (story), Keith Baxter (additional story), Mike Kunkel (additional story), Jason Lethcoe (additional story), Donnie Long (additional story), Shirley Pierce, Brian Pimental (additional story), David Moses Pimentel (additional story), Ralph Zondag (additional story), Davy Liu (additional story)",0.54
122,The Social Network,Sony,"$22,445,653",10/1/2010,Sylvester Stallone,,tt0462499,2,2014,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish","Action, Thriller, War","Art Monterastelli, Sylvester Stallone, David Morrell (character)",0.37
129,Disturbia,P/DW,"$22,224,982",4/13/2007,David R. Ellis,,tt0417148,3,2015,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard","Action, Adventure, Crime","John Heffernan (screenplay), Sebastian Gutierrez (screenplay), David Dalessandro (story), John Heffernan (story)",0.69
132,Freaky Friday,BV,"$22,203,007",8/6/2003,M. Night Shyamalan,,tt0452637,11,2013,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban","Drama, Fantasy, Mystery",M. Night Shyamalan,0.25
133,Die Hard: With A Vengeance,Fox,"$22,162,245",5/19/1995,Penny Marshall,,tt0104694,6,2013,"Tom Hanks, Geena Davis, Lori Petty, Madonna","Comedy, Drama, Family","Kim Wilson (story), Kelly Candaele (story), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",0.77
134,Poseidon,WB,"$22,155,410",5/12/2006,Jonathan Lynn,,tt0190138,6,2012,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan","Comedy, Crime",Mitchell Kapner,0.45
135,Diary of a Wimpy Kid,Fox,"$22,126,166",3/19/2010,Baz Luhrmann,,tt0203009,6,2011,"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent","Drama, Musical, Romance","Baz Luhrmann, Craig Pearce",0.76
136,Ghost Rider: Spirit of Vengeance,Sony,"$22,115,334",2/17/2012,Dean Devlin,,tt1981128,5,2016,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara","Action, Sci-Fi, Thriller","Dean Devlin, Paul Guyot",0.14
137,It's Complicated,Uni.,"$22,100,820",12/25/2009,Jaume Collet-Serra,,tt1590193,5,2011,"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks","Action, Crime, Drama","Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)",0.57
